ID,Tweet,Time,User,Likes,Retweets,in_response_to_id,response_type,vader_emotion,pos_neg,keyword
1165508836389601281,"RT @btscleansearch: Hello, we are a new fanbase ""BTS CLEAN SEARCH"", we hope your support towards us and BTS 💜 

cleaning search~ more 

@BT… <retweeted_status> Hello, we are a new fanbase ""BTS CLEAN SEARCH"", we hope your support towards us and BTS 💜 

cleaning search~ more 

@BTS_twt is nominated at 2019 Meus Awards Nick! 

1ARMY = 1RT =1VOTE = WIN

#MPN #BTS #ARMY #BoyWithLuv https://t.co/EIxvbpruT2 </retweeted_status>",2019-08-25 06:18:55,ShekharSush,0,0,1165342592294428672,retweet,0.9774,3,BTS
1165508836930805760,"Imagine not having any skin in Bitcoin right now:

Trump is at war with China and The Fed.

Mark Carney is calling for the end of the USD as reserve currency of the world.

Weaker currencies like the Argentine Peso and Turkish Lira are crumbling.

Chaos. Everywhere.",2019-08-25 06:18:55,BlockchainBrot1,0,0,0,tweet,-0.8402,-1,BTC
1165508837190905858,RT @MayansFX: Stay Happy. 9/3 #BTS #MayansFX https://t.co/p85fA1JAyO <retweeted_status> Stay Happy. 9/3 #BTS #MayansFX https://t.co/p85fA1JAyO </retweeted_status>,2019-08-25 06:18:55,onthegraveyard1,0,0,1165360631383560197,retweet,0.8126,0,BTS
1165508837828227072,"RT @Ilostmyfannypa1: @odetojinnie There's a party happening and all ARMY are invited!

#MPN #ARMY #BTS #BoyWithLuv @BTS_twt https://t.co/32… <retweeted_status> @odetojinnie There's a party happening and all ARMY are invited!

#MPN #ARMY #BTS #BoyWithLuv @BTS_twt https://t.co/32CMVoO1UE </retweeted_status>",2019-08-25 06:18:55,triviiayoongi,0,0,1165383027226288134,retweet,0.717,1,BTS
1165508839027773440,"RT @ZaraGladstone: I used @Shazam to discover Seoul Town Road (Old Town Road Remix) by Lil Nas X &amp; RM Feat. RM Of BTS. 

#MPN #BTS #ARMY @B… <retweeted_status> I used @Shazam to discover Seoul Town Road (Old Town Road Remix) by Lil Nas X &amp; RM Feat. RM Of BTS. 

#MPN #BTS #ARMY @BTS_twt @BTSonShazam 
https://t.co/LiekPPY87O </retweeted_status>",2019-08-25 06:18:55,NguynTh18603535,0,0,1165468123799142400,retweet,0.0,1,BTS
1165508839984099328,"RT @honneybunny97: calling the 21.4M armys ww 🌏

calling the 21.4M armys ww 🌏

calling the 21.4M armys ww 🌏

calling the 21.4M armys ww 🌏… <retweeted_status> calling the 21.4M armys ww 🌏

calling the 21.4M armys ww 🌏

calling the 21.4M armys ww 🌏

calling the 21.4M armys ww 🌏

calling the 21.4M armys ww 🌏

calling the 21.4M armys ww 🌏

please do retweet and reply with
#MPN #BTS #ARMY #BoyWithLuv
@BTS_twt
 https://t.co/8jZxa5krPv </retweeted_status>",2019-08-25 06:18:56,dewiset71580980,0,0,1165486469307219968,retweet,0.3182,2,BTS
1165508840902803456,"RT @Inplosions: As soon as 8 people register, you will have the right to receive GCU. You will receive an email and the payout box will unl… <retweeted_status> As soon as 8 people register, you will have the right to receive GCU. You will receive an email and the payout box will unlock. You can then paste your Ethereum address.

 Press the *Send me GCU* button. And we will automatically send GCUs to you within 2 days.  

Good luck </retweeted_status>",2019-08-25 06:18:56,maralibdu,0,0,1160987091372793857,retweet,0.7096,2,ETH
1165508841167032320,"RT @Deamonxaa1: ❗️News❗️ZarhexCash is officially listed on Unnamed Exchange 🎉 Zarh/BTC  Zarh/LTC Zarh/Doge https://www.unnamed.exchange/  
https:… <retweeted_status> ❗️News❗️ZarhexCash is officially listed on Unnamed Exchange 🎉 Zarh/BTC  Zarh/LTC Zarh/Doge https://www.unnamed.exchange/  
https://t.co/fSLmeSPeSL </retweeted_status>",2019-08-25 06:18:56,DmitriiNasledni,0,0,1158116184694411265,retweet,0.0,0,LTC
1165508841246560256,RT @Noe_jo_: Kookie’s bunny kick😎😎 #BTSfanart #BTS #전정국 https://t.co/scKrtVEMqe <retweeted_status> Kookie’s bunny kick😎😎 #BTSfanart #BTS #전정국 https://t.co/scKrtVEMqe </retweeted_status>,2019-08-25 06:18:56,shotoseok,0,0,1164883234754375681,retweet,0.0,-1,BTS
1165508843910176768,"RT @btsworldwider: ""Winter Bear"" By V becomes BTS 18th song to surpass 10 MILLION+ streams on SoundCloud!
#MPN #BTS #ARMY @BTS_twt 
https:/… <retweeted_status> ""Winter Bear"" By V becomes BTS 18th song to surpass 10 MILLION+ streams on SoundCloud!
#MPN #BTS #ARMY @BTS_twt 
https://t.co/0utQGtnwPO </retweeted_status>",2019-08-25 06:18:57,1DtoBTSLove,0,0,1165504852799062016,retweet,0.0,1,BTS
1165508844539113472,"RT @Amin0408081: I did it Hyung 😎✌️
#fanboy #theboywholikesV #Taehyung #V #BTS #ARMY #Amin @BTS_twt https://t.co/CcDvmCBHRE <retweeted_status> I did it Hyung 😎✌️
#fanboy #theboywholikesV #Taehyung #V #BTS #ARMY #Amin @BTS_twt https://t.co/CcDvmCBHRE </retweeted_status>",2019-08-25 06:18:57,Rj4Rockjin,0,0,1165253589482246149,retweet,0.0,0,BTS
1165508845688578050,"RT @news_ntd: #Australia’s most populous state is expelling #China’s state-sponsored Confucius Institute from its education department, and… <retweeted_status> #Australia’s most populous state is expelling #China’s state-sponsored Confucius Institute from its education department, and scrapping the Confucius Classrooms program from 13 public schools following a year-long internal review.

Article by @MimiNguyenLy
https://t.co/cadQ6nKFd9 </retweeted_status>",2019-08-25 06:18:57,hargarita,0,0,1165305268168736768,retweet,-0.6369,-1,PPT
1165508845847883776,"RT @MTVMusicUK: #ARMY you did it! @BTS_twt are this year's #MTVHottest champions!!! 🏆🎉💙

Check out this year's Top 10 here &gt;&gt;&gt; https://t.co… <retweeted_status> #ARMY you did it! @BTS_twt are this year's #MTVHottest champions!!! 🏆🎉💙

Check out this year's Top 10 here &gt;&gt;&gt; https://t.co/sBh2iyFq1P 

#BTS https://t.co/DbYLgUOd2k </retweeted_status>",2019-08-25 06:18:57,reniaarmy,0,0,1165262611954487296,retweet,0.8902,1,BTS
1165508847038955520,@zeroconfs1 @MSkieller you  must have bought Bitcoin,2019-08-25 06:18:57,Jason_yuag,0,0,1165151131288260608,reply,0.0,0,BTC
1165508847328464897,"#SundayGold

Sale of #Ripple Tokens Blamed for Collpase in Value #xrpthestandard #xrp  https://btcmanager.com/ripple-xrp-tokens-collpase-value/",2019-08-25 06:18:57,grinch_crypto,0,0,0,tweet,-0.1779,1,XRP
1165508849979146240,"RT @MTVMusicUK: #ARMY you did it! @BTS_twt are this year's #MTVHottest champions!!! 🏆🎉💙

Check out this year's Top 10 here &gt;&gt;&gt; https://t.co… <retweeted_status> #ARMY you did it! @BTS_twt are this year's #MTVHottest champions!!! 🏆🎉💙

Check out this year's Top 10 here &gt;&gt;&gt; https://t.co/sBh2iyFq1P 

#BTS https://t.co/DbYLgUOd2k </retweeted_status>",2019-08-25 06:18:58,cherinndn_,0,0,1165262611954487296,retweet,0.8902,1,BTS
1165508850180476929,RT @LUKACACIC: #ethereum is evolution of #bitcoin. https://t.co/P7sD9OnHBx <retweeted_status> #ethereum is evolution of #bitcoin. https://t.co/P7sD9OnHBx </retweeted_status>,2019-08-25 06:18:58,btcplanet,0,0,1165404860621217792,retweet,0.0,0,ETH
1165508850348249089,RT @bts_bighit: #BTS 2019 SUMMER PACKAGE in KOREA  Preview (@ https://web.facebook.com/pg/bangtan.official/photos/?tab=album&album_id=2925577134124196) https://t.co/QPAdibiroC <retweeted_status> #BTS 2019 SUMMER PACKAGE in KOREA  Preview (@ https://web.facebook.com/pg/bangtan.official/photos/?tab=album&album_id=2925577134124196) https://t.co/QPAdibiroC </retweeted_status>,2019-08-25 06:18:58,mirandillashyne,0,0,1164462342643441664,retweet,0.0,0,BTS
1165508851602350081,"@BTSGlobalVoting @BTS_twt ACTIVE ARMYS FOLLOW ME 
#MPN #BTS #ARMY @BTS_twt",2019-08-25 06:18:58,daegudads,0,0,1165508633741803521,reply,0.5319,0,BTS
1165508853078745089,"RT @chartblockers: BTS fans were the only ones who spoke up about it while all other kpop fandoms made fun of us for it but look at how it’… <retweeted_status> BTS fans were the only ones who spoke up about it while all other kpop fandoms made fun of us for it but look at how it’s benefiting their faves too lol https://t.co/YDnIKm0Jkt </retweeted_status> <quoted_status> #BTS fans believe that the VMAs new best K-Pop category is poorly disguised as xenophobia that ghettoizes the South Korean artists so that they can’t compete for the top awards of the night.
https://t.co/FqfIi9ItHq </quoted_status>",2019-08-25 06:18:59,Ain_woon,0,0,1165233422853263362,retweet,0.9668,0,BTS
1165508853162807297,"RT @btsdailystats: ❕ ARMY CHALLENGE ❕

✔ Level: Hard

⚡ 1000 Retweets 
⚡ 180 Replies 

🗳 #MPN #BTS #ARMY #BoyWithLuv (@BTS_twt) 
https://t.… <retweeted_status> ❕ ARMY CHALLENGE ❕

✔ Level: Hard

⚡ 1000 Retweets 
⚡ 180 Replies 

🗳 #MPN #BTS #ARMY #BoyWithLuv (@BTS_twt) 
https://t.co/ttn5iGQ3Nl </retweeted_status>",2019-08-25 06:18:59,iiam_savvy,0,0,1165322860182814724,retweet,0.3107,-1,BTS
